64d2a766cbd85364abc833fe5711b1a10ed24228,MODIFY,regular-file,scripts/daily_update_epgo.py,5727,4
74abac6f6202ff3d49afe6930e3e79f9c12738cf,MODIFY,regular-file,scripts/do_sync.py,2972,6
4504b96d25dd8c265bf912dba2cb1943a4e77fdc,MODIFY,regular-file,scripts/emergency_restore.py,8740,20
ed2b82001c8454b3ade885ecb9ff3f2def47f1de,MODIFY,regular-file,scripts/enrich_articles.py,16430,34
6c9e4f5bfe8abc8bae9f4fc21e4fa8e2d147c2ce,MODIFY,regular-file,scripts/export_wechat.py,7159,20
a6ecaa1cd7b2facb8aae32e9527b2a4fcbcb8836,MODIFY,regular-file,scripts/fetch_articles.php,5364,15
4c83228e2ba404a7f5fbc15baa810aa07d6fbdf6,MODIFY,regular-file,scripts/fetch_banners.py,4719,52
591c356ef547305d761db32132036d5f60b7129e,MODIFY,regular-file,scripts/fetch_category_covers.py,7761,39
5486a976a9ab49d5d348a00fca974b8a41f9e6dc,MODIFY,regular-file,scripts/fetch_category_covers.sh,3031,7
cf102600d8292e407a9b665b0da5c50ce6a07be5,MODIFY,regular-file,scripts/fetch_media.py,7486,36
975d775858290c6a19fcedf77ff81ecc7243ad5c,MODIFY,regular-file,scripts/fill_all_columns.py,31700,18
d904e269d9d055826d299cc12bc9bee139816bab,MODIFY,regular-file,scripts/fill_epgo_articles.py,3021,4
3674bdc18af736da31e2d6ba068e1fc07fe26644,MODIFY,regular-file,scripts/fill_epgo_articles_to_20.py,5220,4
c6a769a455b80c653388cf2addc34a1c01992f93,MODIFY,regular-file,scripts/fill_epgo_articles_to_30.py,5544,4
4046f4f3c78e6991488fa9d8fff481f0dd95789d,MODIFY,regular-file,scripts/fill_missing_categories.py,5896,10
c50c96f4b2f90b66e370eb2b5095d76689af8a85,MODIFY,regular-file,scripts/fix_all_articles.py,4768,18
4985519bcb413bdae9b8daacae000b0bbdcda5a6,MODIFY,regular-file,scripts/fix_class2_assignment.py,2300,10
a7274330a391a1d13b350dd911621e8dd07363a6,MODIFY,regular-file,scripts/fix_class_hierarchy.py,2159,9
e657d8436f17a8e04b8a954efda30640dab063ca,MODIFY,regular-file,scripts/fix_column_structure.py,6744,14
2e4ef67a1f6442c413258338fcc025216ccc468f,MODIFY,regular-file,scripts/fix_covers.py,4018,16
4f4eeb9eba636a8d52c3c1fe3ecaa79d8f3a258b,MODIFY,regular-file,scripts/fix_database.php,4648,10
526706db53ea5ddd933b8691d9da8ca629fdd376,MODIFY,regular-file,scripts/gen_articles.py,27180,25
fbd31fe46bb4fa7cbe33a00319bb81330fdb37f1,MODIFY,regular-file,scripts/generate_articles.php,13292,10
4fba1a2b63626d968f897549ebf735f92e376272,MODIFY,regular-file,scripts/generate_articles.py,48561,19
d467c3ecf589813fda8c180a4ebfbdea3a375ad8,MODIFY,regular-file,scripts/generate_nav.php,2574,12
dfb0e78590d67bf7e3eb52784a2c812629b5b680,MODIFY,regular-file,scripts/generate_quality_articles.sh,10863,9
15574c8ea3c727ddd077509b934fba467799a39d,MODIFY,regular-file,scripts/multi_source_crawler.py,15147,34
107f248d41dd9ad36506224017348419f0c2d34d,MODIFY,regular-file,scripts/premium_article_library.py,15885,23
f6ea0a13f77a16f71b4e85aebd9566e378b801f3,MODIFY,regular-file,scripts/quality_article_system.py,20177,26
89680acacdadafd267a98b076e613561002fc8b8,MODIFY,regular-file,scripts/randomize_article_times.sh,2530,8
968aabc86b15d09d80cd0f035ddcc977ef4b43a4,MODIFY,regular-file,scripts/repair_all.py,14390,28
f0e86a9b3e5338437d950e821f5797bf62cdbf73,MODIFY,regular-file,scripts/security_cleanup.sh,4083,37;52;59;61-65
c0ec074ffd17ac9c040dc4c82d6640fb6641d383,MODIFY,regular-file,scripts/security_fix_exposed_password.sh,1706,13;30-32
8258199128362b2b39f065a7c828ce91869d32ac,MODIFY,regular-file,scripts/smart_article_generator.py,9988,28
6b6bf47baf5e80400de67851e798f2295b4adcd8,MODIFY,regular-file,scripts/standardize_articles.py,6638,21
c6093131b82f8549e4d5a9b3f0b07b93d82bd421,MODIFY,regular-file,scripts/sync_images.py,10398,30
c5fa369831519d8e10ce0e7f4ef66a40644bd58d,MODIFY,regular-file,scripts/sync_wechat.py,6407,35
1241ca892da310a3e909f718c6293e28cf8c986f,MODIFY,regular-file,scripts/update_about.py,3342,53
fab1a42605a391da2d2699945708de59065fdc25,MODIFY,regular-file,scripts/update_diverse_covers.sh,4553,7
cf102600d8292e407a9b665b0da5c50ce6a07be5,MODIFY,regular-file,templates/epgo-education/fetch_media.py,7486,36
98b55356c407d9ed0c333e5e1fd6510175339ef5,MODIFY,executable,templates/epgo-education/index.php,33155,10;298
81873bd1d517052d723e6dcac4a10204c6bd05c5,MODIFY,executable,templates/epgo-education/news.php,9069,44
0d3e46f77abae89f5d5549c306fe452fc10a0a28,MODIFY,regular-file,test_class2_query.py,803,4
